Empresa;Filial;Cód. Contrato;Nº Contrato;Ativo;Adm.;Público;ANS/IMR;Crítico;Nível Crit.;Nome Fantasia;UF Cli.;Cód. Cliente;Nome Cliente;Data Início;Data Término;Classif. C. Custo;Consultor;Pregão;Serv. Prestado;Valor Mensal
1;4;5008;Cto: 029/2020;I;N;N;;;;MARINA VEICULOS LTDA;RS;801200828;MARINA VEICULOS LTDA;01/07/2020;30/09/2020;10410466;Jessica Aline Biscaro;;Limpeza;1280
1;4;5773;Cto: 07/2021;A;N;S;S;;;IF PELOTAS - CTO 07/2021 - ALMOXARIFE;RS;2850;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIOGRANDENSE - CAMPUS PELOTAS;01/06/2021;31/05/2022;10412037;Daniel Butemberg Montenegro;PE 15/2020;Mão de Obra;10084,56
1;4;2825;Cto: 17/01/021;A;N;S;;N;;SEFAZ RS - Capital Administrativos;RS;125;SECRETARIA DA FAZENDA DO RS;01/04/2017;31/03/2022;10498002;Daniel Butemberg Montenegro;046-17;Limpeza Telefonia Copa Recepção;1015948,11
1;4;3753;Cto: 09/2019;I;N;S;S;N;;TRE - RS LIMPEZA;RS;599;TRIBUNAL REGIONAL ELEITORAL DO RIO GRANDE DO SUL;04/03/2019;05/05/2021;10407005;Daniel Butemberg Montenegro;59/2018;Limpeza;107125,24
1;4;5224;Cto: 73731;A;N;S;N;;;SMS/RS - CTO 73731 - ELETRICISTAS;RS;8;MUNICÍPIO DE PORTO ALEGRE - SECRETARIA MUNICIPAL DA SAUDE;10/11/2020;09/11/2021;10499003;Daniel Butemberg Montenegro;PE 274/2020;Mão de Obra;82499,74
1;4;3757;Cto: 4500007836;A;N;S;S;N;;ELETROSUL;SC;2600;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;11/03/2019;11/03/2022;10442002;Daniel Butemberg Montenegro;PE 18048/2018;Limpeza Jardinagem;210690,32
1;4;5761;Cto: 38933;A;N;S;S;;;SESI/RS - CAT NOVO HAMBURGO - CTO 38933 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3352;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI NOVO HAMBURGO/RS;28/05/2021;27/05/2022;10433013;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;25021,45
1;4;5140;Cto: 100497/2020;A;N;S;;;;BANRISUL - OPERADOR EMPILHADEIRA;RS;218;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;01/10/2020;30/09/2022;10467001;Daniel Butemberg Montenegro;PE 497/2020;Mão de Obra;7632,64
1;4;5357;Cto: 043/2020;A;N;S;N;;;BADESUL RS - MANUTENÇÃO PREDIAL;RS;3083;BADESUL DESENVOLVIMENTO S.A. - AGÊNCIA DE FOMENTO/RS;04/01/2021;17/01/2022;10470001;Guidali Siqueira;PE 21/2018;Mão de Obra;14988,22
1;4;3450;Cto: 28640;A;N;S;;N;;SENAI - RS - CENTRO FORMAÇÃO PROF IBIRUBA;RS;3825;SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPTO REGIONAL RS;23/07/2018;22/07/2022;10443003;Liana Souza;;Limpeza;2285,04
1;4;5438;Cto: 008/2021;A;N;N;;;;PRATIKA ZEN ADMINISTRADORA DE IMOVEIS LTDA;RS;3085;PRATIKA ZEN ADMINISTRADORA DE IMOVEIS LTDA;26/03/2021;25/03/2026;10410476;Jessica Aline Biscaro;;Limpeza;4406,53
1;4;5947;Cto: 38934;A;N;S;;;;SESI/RS - VITA LEOPOLDO - CTO 38934 - REEMBOLSO MATERIAIS;RS;3358;SERVIÇO SOCIAL DA INDUSTRIA - SESI VITA LEOPOLDO - SÃO LEOPOLDO/RS;21/06/2021;20/06/2022;10433016;Liana Souza;PP000032021DR;Limpeza;433,09
1;4;4995;Cto: 023/2020;I;N;N;;;;KOBRASOL EMPREENDIMENTOS IMOBILIARIOS LTDA;SC;2438;KOBRASOL EMPREENDIMENTOS IMOBILIARIOS LTDA;01/05/2020;13/11/2020;10410464;Priscila Carolina Campos;;Mão de Obra;18246,32
1;4;5475;Cto: 025/2020;A;N;N;;;;ASSOCIAÇÃO DE POUPANÇA E EMPRESTIMO POUPEX - RIO GRANDE/RS;RS;25507;ASSOCIAÇÃO DE POUPANÇA DE EMPRESTIMO POUPEX - RIO GRANDE;04/06/2020;03/06/2025;10410462;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;1542,03
1;4;5476;Cto: 025/2020;A;N;N;;;;ASSOCIAÇÃO DE POUPANÇA E EMPRESTIMO POUPEX - PELOTAS/RS;RS;25508;ASSOCIAÇÃO DE POUPANÇA E EMPRESTIMO POUPEX - PELOTAS;04/06/2020;03/06/2025;10410462;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;661,74
1;4;2361;Cto: 011/PR/16;I;N;S;;N;;CPRM PORTO ALEGRE;RS;2779;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS-CPRM;18/07/2016;15/06/2021;10491001;Daniel Butemberg Montenegro;262.015;Condução de Veículos;5688,93
1;4;2361;Cto: 011/PR/16;I;N;S;;N;;CPRM PORTO ALEGRE;RS;2779;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS-CPRM;18/07/2016;15/06/2021;10491001;Daniel Butemberg Montenegro;262.015;Condução de Veículos;5688,93
1;4;3443;Cto: 28643;A;N;S;;N;;SESI - RS - CAT GUAPORE;RS;3820;SERVIÇO SOCIAL DA INDUSTRIA - DEPTO REGIONAL RS;21/07/2018;30/08/2021;10433006;Liana Souza;;Mão de Obra;8081,27
1;4;5262;Cto: 20/0503-0;A;N;S;;;;FETLS/RS - CTO 20/0503-0 - ELETRICISTAS;RS;3077;FUNDAÇÃO ESCOLA TÉCNICA LIBERATO SALZANO VIERA DA CUNHA;20/11/2020;19/11/2021;10468001;Daniel Butemberg Montenegro;PE 9254/2020;Mão de Obra;10900
1;4;5712;Cto: 076/2021;A;N;N;;;;AMBIENTAL METROSUL - LIMPEZA;RS;756;AMBIENTAL METROSUL CONCESSIONARIA DE SANEAMENTO SPE S.A.;03/05/2021;02/05/2022;10410483;Monique Gomes Alves;;Limpeza;28705,09
1;4;5940;Cto: 38920;A;N;S;S;;;SESI/RS - CAT CANOAS - CTO 38920 - REEMBOLSO MATERIAS;RS;3360;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CANOAS/RS;28/05/2021;27/05/2022;10433002;Liana Souza;PP000032021DR;Limpeza;1935,65
1;4;5136;Cto: 053/20;I;N;N;;;;CESBE SA ENGENHARIA E EMPREENDIMENTOS;PR;2451;CESBE SA ENGENHARIA E EMPREENDIMENTOS;06/09/2020;07/10/2020;10410467;Leticia Azevedo Da Silva;;Mão de Obra;15290
1;4;5195;Cto: 064/2020;A;N;N;;;;GLP GRAVATAI;RS;2469;ASSOCIAÇÃO DA INSTITUIDORA E DOS LOCATÁRIOS DO GLP GRAVATAÍ;01/11/2020;31/10/2025;10410468;Karine Teixeira;;Limpeza;13910
1;4;5208;Cto: 088/2020;A;N;N;;;;NCER VENTO ARAGANO I S/A ESCRITORIO;RS;1785;NCER VENTO ARAGANO I S/A;01/09/2020;30/06/2022;10410430;Vanessa Maurer Martini Rodel Souza;;Limpeza;2556,85
1;4;5328;Cto: 089/2020;A;N;N;;;;RARA INTERMEDIAÇÃO DE NEGÓCIOS LTDA (RIO GRANDE DO SUL);MG;2458;RARA INTERMEDIAÇÃO DE NEGÓCIOS - FRANQUIA HELP FINANCEIRA;03/12/2020;06/12/2021;10410473;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;25200
1;4;2740;Cto: 632;I;N;N;N;N;;UTE PAMPA SUL - PORTARIA;RS;2732;USINA TERMELETRICA PAMPA SUL S/A;04/01/2017;11/03/2021;10410377;Priscila Carolina Campos;;Mão de Obra;16042,71
1;4;3726;Cto: 11/2019;A;N;S;S;;;UFPEL - ROUPARIA HOSPITALAR;RS;3888;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES – EBSERH –;11/02/2019;02/09/2021;10411022;Daniel Butemberg Montenegro;PE 144-2018;Mão de Obra;58261,79
1;4;5758;Cto: 38927;A;N;S;S;;;SESI/RS - CAT CACHOEIRINHA - CTO 38927 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3350;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CACHOEIRINHA/RS;28/05/2021;27/05/2022;10433004;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;22932,2
1;4;5937;Cto: 38936;A;N;S;;;;SENAI/RS - INOVAÇÃO EM METALMECÂNICA - CTO 38936 - REEMBOLSO;RS;3879;SERVIÇO NACIONAL DE APRENDIZAGEM INUSTRIAL - INSTITUTO SENAI DE INOVAÇÃO EM METALMECÂNICA;28/05/2021;27/05/2022;10443005;Liana Souza;PP000032021DR;Limpeza;3638,05
1;4;5938;Cto: 38927;A;N;S;S;;;SESI/RS - CAT CACHOEIRINHA - CTO 38927 - REEMBOLSO MATERIAIS;RS;3350;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CACHOEIRINHA/RS;28/05/2021;27/05/2022;10433004;Liana Souza;PP000032021DR;Limpeza;1161,97
1;4;5939;Cto: 38932;A;N;S;;;;SESI/RS - CAT CAMPO BOM - CTO 38932 - REEMBOLSO MATERIAIS;RS;3357;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CAMPO BOM/RS;28/05/2021;27/05/2022;10433011;Liana Souza;PP000032021DR;Limpeza;2735,51
1;4;5941;Cto: 38929;A;N;S;;;;SESI/RS - CAT ESTEIO - CTO 38929 - REEMBOLSO MATERIAIS;RS;3354;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI ESTEIO/RS;11/06/2021;10/06/2022;10433012;Liana Souza;PP000032021DR;Limpeza;1382,7
1;4;5942;Cto: 38928;A;N;S;;;;SESI/RS - CAT GRAVATAÍ - CTO 38928 - REEMBOLSO MATERIAIS;RS;3359;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI GRAVATAÍ/RS;28/05/2021;27/05/2022;10433010;Liana Souza;PP000032021DR;Limpeza;3588,3
1;4;5944;Cto: 38930;A;N;S;;;;SESI/RS - CAT SAPUCAIA DO SUL - CTO 38930 - REEMBOLSO MATERIAIS;RS;3355;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI SAPUCAIA DO SUL/RS;28/05/2021;27/05/2022;10433015;Liana Souza;PP000032021DR;Limpeza;2448,98
1;4;5764;Cto: 38932;A;N;S;S;;;SESI/RS - CAT CAMPO BOM - CTO 38932 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3357;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CAMPO BOM/RS;28/05/2021;27/05/2022;10433011;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;35278,96
1;4;1995;Cto: 6019/2014;I;N;S;;N;;Caixa Econômica Federal RS - LOTE 03;RS;574;CAIXA ECONÔMICA FEDERAL - RS;01/11/2014;02/05/2020;10405007;Guidali Siqueira;7072.01.2268.03/2014;Mão de Obra Telefonia Copa Recepção;226344,83
1;4;4998;Cto: 036/2012;A;N;N;N;;;SOUZA CRUZ S.A - RIO GRANDE DO SUL;RJ;1574;SOUZA CRUZ S.A;24/06/2020;24/06/2022;10410465;Monique Gomes Alves;;Limpeza;1797,05
1;4;5945;Cto: 38935;A;N;S;;;;SESI/RS - CAT SÃO LEOPOLDO - CTO 38935 - REEMBOLSO MATERIAIS;RS;3353;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI SÃO LEOPOLDO/RS;28/05/2021;27/05/2022;10433018;Liana Souza;PP000032021DR;Conservação;1784,96
1;4;5946;Cto: 38931;A;N;S;;;;SESI/RS - CAT PORTÃO - CTO 38931 - REEMBOLSO MATERIAIS;RS;3356;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI PORTÃO/RS;28/05/2021;27/05/2022;10433014;Liana Souza;PP000032021DR;Limpeza;286,53
1;4;3550;Cto: 07/2018;A;N;S;;N;;IF SAPUCAIA DO SUL - PORTARIA;RS;3030;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;01/10/2018;30/09/2022;10412031;Daniel Butemberg Montenegro;;Mão de Obra;6720,92
1;4;3647;Cto: 28644;I;N;S;;N;;SENAI - RS - INSTITUTO METALMECANICA (LIMPEZA);RS;3879;SERVIÇO NACIONAL DE APRENDIZAGEM INUSTRIAL - INSTITUTO SENAI DE INOVAÇÃO EM METALMECÂNICA;09/01/2019;20/06/2021;10443005;Liana Souza;;Limpeza;28420,68
1;4;5248;Cto: 078/2020;A;N;N;;;;AMBIENTAL METROSUL;RS;756;AMBIENTAL METROSUL CONCESSIONARIA DE SANEAMENTO SPE S.A.;30/11/2020;31/03/2022;10410472;Monique Gomes Alves;;Mão de Obra;48564,5
1;4;5770;Cto: 38934;A;N;S;S;;;SESI/RS - VITA LEOPOLDO - CTO 38934 - LIMPEZA;RS;3358;SERVIÇO SOCIAL DA INDUSTRIA - SESI VITA LEOPOLDO - SÃO LEOPOLDO/RS;21/06/2021;20/06/2022;10433016;Liana Souza;PP000032021DR;Limpeza;3760,03
1;4;5771;Cto: 38936;A;N;S;S;;;SENAI/RS - INOVAÇÃO EM METALMECÂNICA - CTO 38936 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3879;SERVIÇO NACIONAL DE APRENDIZAGEM INUSTRIAL - INSTITUTO SENAI DE INOVAÇÃO EM METALMECÂNICA;28/05/2021;27/05/2022;10443005;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;56572,4
1;4;5943;Cto: 38933;A;N;S;;;;SESI/RS - CAT NOVO HAMBURGO - CTO 38933 -  REEMBOLSO MATERIAIS;RS;3352;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI NOVO HAMBURGO/RS;28/05/2021;27/05/2022;10433013;Liana Souza;PP000032021DR;Limpeza;913,95
1;4;5439;Cto: 009/2021;A;N;N;;;;CLINICA SOLARIS;RS;3086;CLINICA SOLARIS SERVIÇOS MEDICOS S.S.;26/03/2021;25/03/2026;10410477;Jessica Aline Biscaro;;Limpeza;6810,96
1;4;5769;Cto: 38920;A;N;S;S;;;SESI/RS - CAT CANOAS - CTO 38920 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3360;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI CANOAS/RS;28/05/2021;27/05/2022;10433002;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;27689,46
1;4;5421;Cto: 026/2021;A;N;N;;;;WILSON SONS SHIPPING SERVICES LTDA - RS;RJ;3139;WILSON SONS SHIPPING SERVICES LTDA;26/07/2021;26/07/2022;10410487;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;1070
1;4;2695;Cto: 31/2016;A;N;S;;N;;IF URUGUAIANA;RS;2919;INSTITUTO FEDERAL FARROUPILHA-CAMPUS SAO BORJA;08/12/2016;08/12/2021;10412022;Daniel Butemberg Montenegro;set/16;Mão de Obra;15512,06
1;4;5767;Cto: 38931;A;N;S;S;;;SESI/RS - CAT PORTÃO - CTO 38931 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3356;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI PORTÃO/RS;28/05/2021;27/05/2022;10433014;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;13500,29
1;4;3835;Cto: 007/2019;A;N;N;;N;;BROOKFIELD ENERGIA RENOVAVEL - RS - PCH CAÇADOR;RS;2096;CAÇADOR ENERGETICA S/A;04/03/2019;01/03/2023;10410442;Leticia Azevedo Da Silva;;Limpeza;7972,94
1;4;5429;Cto: 296.20;A;N;S;S;;;CORSAN SURMET - RS;RS;25510;CIA RIOGR DE SANEAMENTO CORSAN;01/06/2021;01/06/2022;10472001;Liana Souza;223.18;Mão de Obra;38454,75
1;4;5449;Cto: 001/2021;A;N;N;;;;RODMASTER COMERCIO DE BATERIAS LTDA;RS;3087;RODMASTER COM DE BATERIAS LTDA;09/03/2021;09/03/2022;10410478;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;3680
1;4;2815;Cto: 15/2017;A;N;S;;N;;IF REITORIA Motorista;RS;2355;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL;01/05/2017;01/05/2022;10412005;Daniel Butemberg Montenegro;jul/17;Condução de Veículos;4916,65
1;4;5768;Cto: 38928;A;N;S;S;;;SESI/RS - CAT GRAVATAÍ - CTO 38928 - LIMPEZA, PORTARIA E JARDINAGEM;RS;3359;SERVIÇO SOCIAL DA INDUSTRIA - CENTRO DE ATIVIDADES SESI GRAVATAÍ/RS;28/05/2021;27/05/2022;10433010;Liana Souza;PP000032021DR;Limpeza Mão de Obra Jardinagem;45726,4
1;4;5457;Cto: 001/2021;A;N;N;;;;ATACADÃO S.A - RIO GRANDE DO SUL;SE;2489;ATACADÃO S.A;01/04/2021;30/09/2023;10410479;Aline Leva De Freitas;;Limpeza;47467,02
1;4;5457;Cto: 001/2021;A;N;N;;;;ATACADÃO S.A - RIO GRANDE DO SUL;SE;2489;ATACADÃO S.A;01/04/2021;30/09/2023;10410479;Aline Leva De Freitas;;Limpeza;47467,02
1;4;5065;Cto: 03/2020;I;N;S;S;N;;HOSPITAL GERAL DE PORTO ALEGRE - Emergencial;RS;2341;HOSPITAL MILITAR DE AREA DE PORTO ALEGRE;01/08/2020;31/12/2020;10434001;Daniel Butemberg Montenegro;PE 09/2015;Limpeza;198975,18
1;4;5956;Cto: PE 01/2021;A;N;S;;;;UFRGS - Técnico de Espetáculos;RS;962;UNIVERSIDADE FEDERAL  DO RIO GRANDE DO SUL;10/08/2021;09/08/2022;10411026;Daniel Butemberg Montenegro;jan/21;Mão de Obra;81788,21
1;4;5448;Cto: 025/2020;A;N;N;;;;ASSOCIAÇÃO DE POUPANÇA E EMPRESTIMO POUPEX - BAGÉ/RS;RS;25509;ASSOCIAÇÃO DE POUPANÇA E EMPRESTIMO POUPEX - BAGÉ;01/01/2021;03/06/2025;10410462;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza Conservação Jardinagem;1026,48
1;5;62;000.014/05;I;N;S;;N;;TJ SP-CONCHAS;SP;435;TRIBUNAL DE JUSTICA DO ESTADO DE SAO PAULO;07/03/2005;07/11/2009;10308005;;;Limpeza;
1;1;65;0001/2006;I;N;S;;N;;ARF RIO CLARO;SP;234;AGÊNCIA DA RECEITA FEDERAL DE RIO CLARO;20/03/2006;15/02/2008;10314007;;;Limpeza;
1;5;66;CT 22/2006;I;N;S;;N;;TRT - 15º REGIÃO;SP;536;TRIBUNAL REGIONAL DO TRABALHO DA 15º REGIÃO;09/05/2006;30/06/2010;10303001;Fabiana Da Silva;;Limpeza;
1;5;72;200.774.211.708;I;N;S;;N;;BANCO DO BRASIL SP - CT 2007.7421.1708;SP;1011;BANCO DO BRASIL S.A;01/11/2007;31/10/2012;10304019;Ana Paula Linhares De Oliveira;;Limpeza Telefonia Copa;
1;5;77;4600061185;I;N;S;;N;;PETROBRÁS - SP;SP;624;PETROBRAS - ALMOXARIFADO SAO PAULO;17/08/2007;17/08/2009;10333001;;;Limpeza;
1;5;80;200.874.210.397;I;N;S;;N;;BANCO DO BRASIL SP - CT 2008.7421.0397;SP;901;BANCO DO BRASIL S.A;03/03/2008;31/05/2013;10304024;Ana Paula Linhares De Oliveira;;Limpeza Telefonia Copa;
1;5;82;N° 022/2008;I;N;S;;N;;SECRETARIA DA SAÚDE - SP;SP;932;SECRETÁRIA ESTADO SAÚDE;01/11/2008;30/11/2012;10342001;;;Limpeza;
1;5;83;112.008;I;N;S;;N;;AGU - SP - SUPERINTENDENCIA DE ADMINISTRAÇÃO NO ESTADO DE SAO PAULO;SP;90;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO NO ESTADO DE SÃO PAULO;05/05/2008;05/05/2013;10361003;;;Copa;
1;5;18;57.792.011;I;N;S;;N;;CEF - BAURU;SP;504;CAIXA ECONOMICA FEDERAL - BAURU;14/11/2005;19/02/2012;10305001;;;Mão de Obra Telefonia;
1;5;95;PREGÃO 04/2009;I;N;S;;N;;FUNDAÇÃO PRÓ SANGUE HEMOCENTRO DE SÃO PAULO;SP;976;FUNDAÇÃO PRÓ - SANGUE HEMOCENTRO DE SAO PAULO;15/03/2009;21/02/2010;10348001;;;Limpeza;
1;5;99;22.006;I;N;S;;N;;ARF SUMARÉ;SP;906;AGENCIA DA RECEITA FEDERAL SUMARÉ-SP;16/06/2008;02/07/2009;10314008;;;Limpeza;
1;5;24;04.363.10.06;I;N;S;;N;;JF DE SÃO PAULO;SP;548;JUSTICA FEDERAL DE SAO PAULO;26/12/2006;20/09/2009;10306010;;;Limpeza;
1;5;32;CT 01/2007;I;N;S;;N;;ANVISA-SP;SP;584;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;09/04/2007;08/04/2011;10327001;;;Limpeza;
1;5;34;CTO nº 03/2007;I;N;S;;N;;DRF TAUBATE - Administrativo Cto 03.2007;SP;241;DELEGACIA DA RECEITA FEDERAL DE TAUBATE;07/05/2007;01/07/2012;10314020;;;Mão de Obra;
1;5;39;029/2008;I;N;S;;N;;IAMSPE - INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVID;SP;929;IAMSPE - INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL;20/10/2008;14/10/2009;10340001;;;Limpeza;
1;5;497;113/07;I;N;S;;N;;ECT SÃO PAULO;SP;247;CORREIOS SÃO PAULO;02/07/2007;03/07/2010;10324003;Liana Souza;;Limpeza;55404,32
1;5;43;Cto 10/2008;I;N;S;;N;;DRF RIBEIRÃO PRETO;SP;925;DELEGACIA DA RECEITA FEDERAL DO BRASIL EM RIBEIRÃO PRETO/SP;03/10/2008;30/04/2010;10314004;;;Limpeza;
1;5;464;464;I;N;S;;N;;DEPARTAMENTO DE POLICIA FEDERAL DE SÃO PAULO;SP;909;DEPARTAMENTO DE POLICIA FEDERAL SP;26/06/2008;15/01/2011;10316001;;;Limpeza;
1;5;466;CT 103/2007;I;N;S;;N;;BNDES/SP;RJ;598;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;27/08/2007;19/08/2011;10329001;;;Limpeza Mão de Obra;
1;5;127;Cto 03/2007;I;N;S;;N;;DRF OSASCO/SP;SP;686;DELEGACIA DA RECEITA FEDERAL/SP;03/12/2007;30/11/2010;10314019;;;Limpeza;
1;5;234;04.030.10.2008;I;N;S;;N;;TRF 3ª REGIÃO;SP;944;TRIBUNAL REGIONAL FEDERAL DA 3ªREGIÃO;01/12/2008;30/11/2013;10343001;;;Mão de Obra;
1;1;250;PREGÃO 184/2008;I;N;S;;N;;SESI - JACAREÍ;SP;973;SERVIÇO SOCIAL DA INDÚSTRIA - SESI;01/03/2009;28/02/2010;10346001;;;Limpeza;
1;5;254;CT 03/00188-0;I;N;S;;N;;BANRISUL;RS;218;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;22/04/2004;31/12/2009;10312001;;;Limpeza;
1;5;257;126;I;N;S;;N;;ECT SÃO PAULO;SP;247;CORREIOS SÃO PAULO;01/06/2004;31/08/2009;10324001;;;Limpeza;
1;5;259;200.519.090.067;I;N;S;;N;;BANCO DO BRASIL SP;SP;552;BANCO DO BRASIL S.A;10/02/2005;08/02/2010;10304021;;;Limpeza;
1;5;261;CT 11.2011;I;N;S;;N;;DRF SÃO JOSÉ DOS CAMPOS/SP;SP;240;AGÊNCIA DA RECEITA FEDERAL JACAREÍ;20/03/2006;16/03/2011;10314013;;;Limpeza;
1;5;262;03/2006 ENCERRADO;I;N;S;;N;;DRF Piracicaba Recepção SP;SP;234;AGÊNCIA DA RECEITA FEDERAL DE RIO CLARO;22/05/2006;21/05/2011;10314011;;;Limpeza;
1;5;145;2009.7421.0061-2;I;N;S;;N;;BANCO DO BRASIL SP - CT 2009.7421.0061;SP;2;BANCO DO BRASIL S/A;12/01/2009;11/01/2014;10304025;Ana Paula Linhares De Oliveira;;Mão de Obra Manobrista;
1;5;167;04.354.10.06;I;N;S;;N;;JF DE SÃO PAULO;SP;548;JUSTICA FEDERAL DE SAO PAULO;21/07/2006;18/09/2009;10306008;;;Limpeza;
1;5;175;CTO 05/2007;I;N;S;;N;;DRF CAMPINAS Recepção;SP;220;DELEGACIA DA RECEITA FEDERAL DE CAMPINAS;01/01/2008;28/02/2011;10314002;;;Limpeza;
1;5;185;Cto 11/2008;I;N;S;;N;;DRF RIBEIRÃO PRETO;SP;924;DELEGACIA DA RECEITA FEDERAL EM RIBEIRÃO PRETO;03/10/2008;02/10/2011;10314003;;;Condução de Veículos;
1;5;193;Cto DRA/14-003/200;I;N;S;;N;;SEFAZ SP-ARARAQUARA - Portaria;SP;943;SEFAZ - CENTRO REGIONAL DE ADMINISTRAÇÃO DE ARARAQUARA;13/10/2008;12/07/2012;10341001;;;Mão de Obra;
1;5;315;501;I;N;S;;N;;AGU - SP;SP;90;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO NO ESTADO DE SÃO PAULO;07/05/2007;31/07/2009;10361002;;;Limpeza;
1;5;204;Cto 01.2009;I;N;S;;N;;INMET MOEMA/SP;SP;1097;INSTITUTO NACIONAL DE METEOROLOGIA/SP;18/08/2009;31/12/2014;10352001;Caroline Muhlmann;;Limpeza;
1;5;218;fev/06;I;N;S;;N;;DRF CAMPINAS LIMPEZA;SP;868;DEPÓSITO DE MATERIAL PERMANTE DA DRF CAMPINAS;20/03/2006;30/04/2010;10314008;;;Limpeza;
1;5;221;mar/07;I;N;S;;N;;IBAMA SP;SP;980;IBAMA;01/07/2007;31/03/2010;10332001;;;Limpeza;
1;5;664;201.074.210.060;I;N;S;;N;;BANCO DO BRASIL SP - CT 2010.7421.0060;SP;2;BANCO DO BRASIL S/A;09/02/2010;09/02/2016;10304031;Ana Paula Linhares De Oliveira;;Limpeza;
1;5;670;CTO 17/2010;I;N;S;;N;;DPGU CAMPINAS SP;DF;1179;DEFENSORIA PUBLICA GERAL DA UNIAO;08/02/2010;07/02/2011;10356002;;;Limpeza;
1;5;354;5000121/2005;I;N;S;;N;;ECT SÃO PAULO;SP;247;CORREIOS SÃO PAULO;01/10/2005;04/10/2009;10324002;;;Limpeza;
1;5;441;CT 04.450.10.09;I;N;S;;N;;JUSTIÇA FEDERAL SP CT 04.450.10.09;SP;548;JUSTICA FEDERAL DE SAO PAULO;21/09/2009;31/07/2011;10306008;;;Limpeza;
1;5;446;CTO 002.2009;I;N;N;;N;;AUTO LOCADORA CANOENSE;RS;1101;AUTO LOCADORA CANOENSE LTDA;09/09/2009;31/10/2014;10310006;Priscila Dos Santos Antunes Vieira;;Limpeza Conservação;
1;5;356;200.619.811.808;I;N;S;;N;;BANCO DO BRASIL SP - CT 2006.1981.1808;MG;1198;BANCO DO BRASIL S.A;03/07/2006;30/12/2011;10304015;;;Jardinagem;
1;5;358;0229/2007;I;N;S;;N;;ECT BAURU;SP;612;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;01/09/2007;02/09/2009;10324005;Fabiana Da Silva;;Limpeza;
